,,,上客,,,,,下客
28303,106504678,29670734,1056.380628,,28933,106441648,29568421,1163.286767
28305,106495238,29675977,1040.012207,,28934,106441464,29570873,1113.685765
28306,106491008,29682112,1092.901017,,28935,106439517,29572757,1138.763355
28307,106487984,29686404,1097.111543,,28936,106438538,29573980,1255.87366
28308,106484621,29692614,939.809992,,28937,106437244,29574368,1252.281296
28309,106478076,29692711,798.997243,,28938,106429894,29579371,1051.026221
28310,106475119,29691164,538.37825,,210-2,经度,维度,18761.52653
28312,106604454,29714771,586.801731,,47370,106533122,29555308,884.550015
28313,106604427,29713005,926.65868,,47371,106524816,29552643,1371.058433
28314,106604383,29708875,1353.448153,,47372,106519149,29551611,1381.473786
28315,106602891,29705651,1504.929902,,47373,106508139,29553969,1407.159284
28316,106600246,29703151,1536.18091,,47374,106500353,29556051,1352.558305
28317,106599735,29700461,1644.116216,,47375,106496934,29557369,1298.714483
28318,106602751,29700465,1679.168848,,47376,106478008,29554886,1259.207366
28319,106606723,29700273,1664.387331,,47377,106471314,29554679,1342.561655
28320,106608863,29700964,1307.649574,,47378,106464083,29556432,1232.511541
28322,106611605,29699974,1352.026448,,47379,106451651,29563498,972.346626
28323,106613617,29701502,1459.522043,,47380,106546349,29552241,319.003337
28324,106613908,29703465,1502.115751,,47382,106540697,29559695,298.07581
28325,106614329,29706453,1479.685198,,47383,106461530,29558700,1084.882488
28326,106615918,29709067,1535.555635,,47384,106453126,29561982,811.842922
28327,106616692,29711058,1507.594146,,47385,106442887,29566919,1046.105204
28328,106616779,29713621,1457.962567,,47386,106441464,29570877,956.600651
28329,106616981,29716569,1621.560086,,47387,106439517,29572752,945.685764
28330,106619153,29719983,1452.55897,,47388,106436675,29574781,797.188858
28333,106623963,29728009,1203.858288,,211-1,经度,维度,18864.24778
28334,106625785,29730910,1022.620842,,3775,106443440,29525746,644.049297
28335,106627409,29734314,89.052632,,3776,106446260,29527247,1153.050519
28339,106628932,29759721,875.66357,,3777,106449124,29531139,1487.052907
28340,106629065,29756122,933.807651,,3778,106451252,29534175,1392.270459
28341,106628910,29751680,1304.181226,,3779,106452992,29539123,1374.936601
28342,106628894,29748598,1365.578083,,3780,106455158,29540148,1195.90319
28343,106634723,29743985,1207.799704,,3781,106453936,29545262,1705.276248
28344,106633530,29742373,1279.254033,,3782,106453086,29549732,1474.397404
28345,106630111,29739338,1512.252698,,3783,106455642,29552322,1454.615507
28346,106624998,29730332,1360.795222,,3784,106461166,29554187,1251.894291
28347,106623899,29727706,1324.365768,,3785,106461568,29558665,1352.183685
28348,106622713,29725163,1485.260239,,3786,106464318,29561547,851.247412
28349,106619614,29721438,1340.014166,,3787,106463336,29564040,881.608796
28351,106617023,29716164,1159.122597,,3788,106460838,29564377,857.738011
28352,106618529,29714598,1161.87976,,3789,106456381,29565593,1101.242493
28353,106618111,29711056,1217.341294,,3790,106451816,29566969,686.780957
28354,106617678,29708898,1295.215764,,211-2,经度,维度,14213.38198
28355,106616713,29706347,1246.79842,,7501,106446260,29527247,415.970181
28356,106616701,29703913,1152.109403,,7502,106448872,29530677,838.286262
28357,106616522,29701496,1137.291597,,7503,106450604,29533250,1088.335399
28358,106612095,29700047,1321.805709,,7504,106452968,29539008,1287.001119
28359,106606449,29696559,1276.838073,,7505,106451244,29542126,1452.426035
28360,106602995,29693972,1250.073462,,7506,106452565,29549296,1414.84123
28361,106599383,29691655,943.464916,,7507,106454316,29552482,1388.126864
28362,106597568,29693156,1090.096495,,7508,106454440,29553488,1553.293036
28363,106595318,29692108,1137.780706,,7509,106455528,29559348,1701.979154
28364,106593831,29688320,1247.224792,,7510,106453111,29561997,1162.345858
28365,106592381,29687325,1136.001409,,7511,106451651,29563498,1222.280514
28366,106589699,29685690,1015.933978,,7512,106450744,29569082,688.496331
28367,106589685,29682994,895.049607,,213-1,经度,维度,51029.51178
28369,106590295,29679181,714.251807,,7536,106429903,29467334,1794.91447
28370,106589685,29683118,869.409702,,7537,106430839,29473497,2638.0761
28371,106589699,29685690,1026.567596,,7538,106431134,29477659,2858.395261
28372,106592377,29687323,1120.789474,,7539,106432150,29482861,3207.860019
28373,106594146,29688461,1254.736842,,7540,106433034,29486801,3737.287885
28374,106598244,29690385,1150.938285,,7541,106434514,29492041,4212.052935
28375,106602955,29693932,1393.043548,,7542,106435516,29500353,4246.324418
28376,106607043,29697034,1377.350254,,7543,106435807,29505564,2687.926842
28377,106611605,29699974,1304.589882,,7544,106436951,29514843,1973.090604
28378,106613617,29701502,1276.38231,,7546,106436708,29517633,2472.136621
28379,106613908,29703465,1320.908626,,7547,106438888,29520968,2648.218296
28380,106614329,29706453,1394.434941,,7548,106442013,29531337,2537.035816
28381,106616768,29706493,1337.454291,,7550,106443852,29537565,2896.203976
28382,106617678,29708898,1157.497839,,7551,106449647,29546650,2652.186012
28383,106618288,29711343,1197.287312,,7552,106452565,29549296,1591.940461
28384,106618521,29714614,1197.418672,,7553,106455700,29552355,1853.018397
28386,106618694,29719390,1357.539422,,7554,106460183,29553810,1991.633829
28387,106619736,29721898,1487.627111,,7555,106457953,29557367,1038.636521
28388,106622712,29725163,1302.638503,,47390,106445028,29540420,1591.013662
28389,106623963,29728009,1275.470506,,47391,106436688,29509682,2401.559659
28390,106625785,29730910,1288.858738,,213-2,经度,维度,57978.24546
28391,106627409,29734314,1257.599743,,47392,106461166,29554187,2367.552524
28393,106626760,29739530,1288.900655,,47393,106453086,29549732,2603.430641
28394,106628894,29748619,1119.936647,,47394,106449647,29546650,2544.320882
28395,106628910,29751680,817.647869,,47395,106443845,29537576,3066.254182
28396,106629240,29756472,741.315844,,47396,106440264,29523260,3042.976173
28478,106639190,29750967,808.448177,,47397,106436708,29517633,2956.709688
28479,106636959,29747087,1069.485005,,47398,106436951,29514843,2937.617744
28481,106626808,29737083,1894.631958,,47399,106435807,29505564,2989.784071
28482,106628848,29722137,2259.292279,,47400,106435516,29500353,3877.32494
28483,106624933,29718186,2158.309999,,47401,106434514,29492041,3962.219156
28484,106623290,29713857,2517.705114,,47402,106433034,29486801,3745.662555
28485,106621788,29710007,2652.624507,,47403,106432150,29482861,3138.85756
28486,106618890,29702507,2565.122564,,47404,106431144,29477832,2808.701509
28487,106611605,29699974,2105.274759,,47405,106430839,29473497,2507.336426
28488,106607043,29697034,2285.822896,,47406,106429903,29467334,1327.489173
28489,106602955,29693932,2185.828571,,47408,106429741,29465108,3094.353782
28490,106600287,29690026,2034.040894,,47409,106436693,29509593,2866.928272
28491,106604179,29683285,2159.698188,,47410,106438891,29520973,2609.321684
28492,106605830,29679183,2368.142571,,47411,106445033,29540434,2566.750162
28493,106516009,29606258,2829.793536,,47412,106457075,29552820,2123.846916
28494,106521164,29591685,2673.373951,,47413,106461517,29558712,840.80742
28686,106623290,29713857,286.972636,,214-1,经度,维度,18674.1435
28687,106621788,29710007,1092.052131,,47414,106441047,29436080,429.614413
28688,106618890,29702507,1206.253696,,47415,106439508,29455908,1409.018741
28689,106611605,29699974,1018.395216,,47416,106442583,29463136,1463.547529
28690,106607043,29697034,1108.944212,,47417,106444165,29467924,1567.29251
28691,106602955,29693932,1096.403312,,47418,106473747,29473770,1349.870852
28692,106600287,29690026,934.812265,,47419,106472685,29475056,2453.839595
28693,106604179,29683285,1077.535448,,47420,106478278,29472801,970.287595
28694,106516768,29612732,1362.851765,,47421,106479732,29468494,378.654651
28695,106516009,29606258,1379.895684,,47423,106442193,29426373,964.333482
28696,106509501,29593173,1353.828484,,47424,106437451,29436629,1055.841042
28697,106504358,29583544,1560.822597,,47425,106437789,29441807,1234.22739
28698,106502201,29580075,1339.066335,,47426,106438661,29448524,1226.094306
28699,106496597,29577200,1143.981835,,47427,106438813,29451254,1838.686625
28700,106487963,29572157,1067.488725,,47428,106449836,29472690,2112.834926
28701,106480106,29568231,1105.388018,,47429,106462577,29472376,219.999839
28702,106467842,29562747,1188.099875,,214-2,经度,维度,18793.76812
28703,106457985,29557368,1022.761013,,47430,106473747,29473791,708.831341
28704,106459644,29561230,90.502463,,47431,106441047,29436080,1350.626617
28920,106478216,29554919,1024.698973,,47432,106437442,29436520,1433.361859
28921,106471376,29554678,930.416326,,47433,106437771,29441010,1312.186894
28922,106457586,29557361,804.318846,,47434,106438621,29448290,1951.836483
28923,106453310,29561798,776.032753,,47435,106444165,29467924,1958.316814
28925,106538788,29560445,687.402495,,47436,106462204,29472378,2051.383541
28926,106533538,29555696,1111.510345,,47437,106479770,29470201,277.205075
28927,106525325,29552802,1296.562645,,47439,106476742,29468531,417.575768
28928,106519149,29551611,1360.962723,,47440,106478019,29472662,1149.180683
28929,106508139,29553969,1279.578734,,47441,106472029,29474796,2261.743787
28930,106501144,29555662,1230.780297,,47442,106449802,29472573,1544.08416
28931,106498060,29556962,1110.393118,,47443,106441400,29460347,1874.763114
28932,106451651,29563498,894.078552,,47444,106439376,29455601,502.671987
28933,106442874,29566930,1154.864982,,215-1,经度,维度,22462.84746
28934,106441648,29568421,1163.286767,,29811,106538788,29560445,1082.638781
28935,106441464,29570873,1113.685765,,29812,106533538,29555696,1338.577813
28936,106439517,29572757,1138.763355,,29813,106525325,29552802,1429.978768
28937,106438538,29573980,1255.87366,,29814,106519149,29551611,1370.856841
28938,106437244,29574368,1252.281296,,29815,106508140,29553966,1321.73817
28939,106429894,29579371,1051.026221,,29816,106501144,29555662,1142.226359
28959,106439517,29572757,2403.632505,,29817,106498060,29556962,1047.253249
28960,106441464,29570873,2514.602829,,29818,106478216,29554919,970.798099
28961,106441619,29568520,2393.823105,,29819,106471376,29554678,689.914421
28962,106445048,29565107,2547.805644,,29821,106457622,29557361,691.092799
28963,106451802,29566964,2444.715019,,29822,106445050,29565106,860.821681
28964,106456681,29565433,2341.243795,,29824,106441647,29568424,953.47335
28965,106461310,29564340,2384.947042,,29825,106441464,29570873,965.03814
28966,106468018,29562795,2151.496937,,29826,106441893,29573618,1010.887151
28967,106480106,29568231,2112.020568,,29827,106442181,29580363,1095.764221
28968,106487963,29572157,2076.066002,,29828,106440588,29589392,1077.630041
28969,106496597,29577200,2417.154232,,29829,106435848,29591677,946.073663
28970,106502201,29580075,2525.631922,,29830,106436095,29595064,797.971309
28971,106504358,29583544,2562.60813,,29831,106435664,29600022,533.835765
28972,106508550,29585945,2421.118542,,47446,106437782,29604069,926.789139
28974,106521620,29585980,2397.676794,,47447,106442922,29566892,957.223564
28975,106521370,29591109,2183.351226,,47448,106451682,29563466,832.947513
28976,106517266,29602425,2157.394737,,47449,106453307,29561801,419.316624
28977,106522112,29602147,1918.017113,,215-2,经度,维度,21643.2699
28978,106527135,29602544,1532.306441,,23191,106436139,29602209,339.851432
28979,106540021,29601525,1264.584839,,23192,106435738,29600169,717.265083
28980,106547002,29606100,388.150463,,23193,106435900,29595317,896.42215
28981,106435554,29583534,1564.837725,,23194,106435808,29592413,1014.37229
28982,106436678,29574765,2206.27815,,23195,106440552,29589560,1112.47286
28983,106438538,29573980,3292.10354,,23196,106442477,29579173,990.505502
29117,106558497,29518278,713.229463,,23197,106442217,29574402,1046.462863
29118,106553736,29517904,849.213346,,23198,106441464,29570876,1069.224368
29119,106552452,29523185,1197.541701,,23199,106442870,29566933,971.67471
29120,106555702,29526046,1322.2661,,23200,106451651,29563498,1034.622896
29121,106557906,29529480,1319.745691,,23201,106453136,29561972,994.920275
29122,106559875,29531838,1346.142854,,23202,106461534,29558696,714.843444
29123,106561629,29533926,1274.578855,,23203,106464083,29556432,906.883198
29124,106560212,29539042,1675.54022,,23204,106471314,29554679,899.547193
29125,106563268,29552643,1714.779498,,23205,106478022,29554888,968.314817
29126,106570781,29551954,1555.543598,,23206,106496934,29557369,810.544284
29127,106576825,29555226,1299.500229,,23207,106500353,29556051,842.082875
29128,106579524,29557408,1245.891151,,23208,106508139,29553969,899.028099
29132,106576850,29555235,1667.716031,,23209,106519149,29551611,1031.512425
29133,106564191,29526188,888.976828,,23210,106524816,29552643,1071.467293
29134,106556274,29531159,1280.560071,,23211,106533122,29555308,1121.753628
29135,106553735,29533477,1350.315137,,23212,106538786,29560444,736.354866
29136,106560212,29539042,1618.611229,,47450,106541723,29561396,554.67746
29137,106563268,29552643,2104.746573,,47452,106442273,29582298,898.465886
29138,106570781,29551954,1939.140251,,216-1,经度,维度,12628.79649
29139,106579524,29557408,1596.840343,,47474,106367176,29492966,418.133479
29156,106528724,29599014,1498.146821,,47475,106369283,29507071,400.773341
29160,106566239,29560121,1251.733412,,47476,106390794,29521194,295.86597
29161,106564135,29559033,1533.445212,,47477,106508499,29523341,419.231798
29162,106557260,29558249,1736.446232,,47478,106514563,29523549,403.034191
29163,106547024,29558004,2094.833613,,47479,106535704,29523069,363.661863
29164,106541671,29563481,2364.038444,,47481,106548759,29524054,357.423411
29165,106532762,29571396,2393.922267,,47482,106487340,29526807,262.448697
29166,106530925,29573857,2438.464788,,47483,106328342,29343021,298.859782
29167,106531995,29579236,2272.403667,,47484,106340684,29363949,242.191652
29168,106531134,29582352,2045.290648,,47485,106324902,29327531,127.271417
29169,106534618,29582675,2019.74275,,47486,106325085,29311123,319.386098
29170,106538729,29582643,1879.519772,,47487,106344917,29372700,539.577918
29171,106541875,29584095,1659.87066,,47488,106365532,29474909,390.162226
29172,106541077,29588574,1986.517065,,47489,106504222,29522483,75.072431
29173,106535073,29591199,2138.747183,,47490,106321115,29304759,90.109135
29174,106534641,29595048,1967.423249,,47491,106347731,29399156,483.61897
